Occurrence,Filière,Produit,Indicateur,  Valeur 
2020/2021,Maraîchage,Petit Pois vert,Superficie (Ha), 15 
2020/2021,Sucrières,Betterave à sucre,Superficie (Ha)," 5,846 "
2020/2021,Maraîchage,Courge courgette,Production-T (Tonnes), 160 
2020/2021,Rosacées,Pêcher-nectarine,Superficie (Ha), 76 
2020/2021,Maraîchage,Tomate,Production-T (Tonnes)," 2,588 "
2020/2021,Maraîchage,Haricot vert,Production-T (Tonnes), 400 
2020/2021,Maraîchage,Courge courgette,Superficie (Ha)," 1,030 "
2020/2021,Céréales,Blé dur,Superficie (Ha), 70 
2020/2021,Céréales,Blé dur,Superficie (Ha), 800 
2020/2021,Céréales,Orge,Production-T (Tonnes)," 10,361 "
2020/2021,Fourragères,Luzerne,Superficie (Ha)," 6,263 "
2020/2021,Maraîchage,Concombre,Superficie (Ha), 12 
2020/2021,Oliviers,Olivier,Production-T (Tonnes)," 26,093 "
2020/2021,Céréales,Blé tendre,Superficie (Ha)," 3,590 "
2020/2021,Maraîchage,Fève verte,Superficie (Ha)," 1,000 "
2020/2021,Légumineuses,Petit pois,Production-T (Tonnes), 350 
2020/2021,Oléagineuses,Tournesol,Production-T (Tonnes)," 3,835 "
2020/2021,Céréales,Blé dur,Superficie (Ha), 280 
2020/2021,Fourragères,Mais fourrager,Production-T (Tonnes), 288 
2020/2021,Légumineuses,Pois chiche,Production-T (Tonnes)," 1,454 "
2020/2021,Maraîchage,Menthe,Production-T (Tonnes), 360 
2020/2021,Amandiers,Amandier,Production-T (Tonnes), 447 
2020/2021,Rosacées,Abricotier,Production-T (Tonnes), 533 
2020/2021,Rosacées,Figuier,Production-T (Tonnes), 46 
2020/2021,Fourragères,Bersim,Production-T (Tonnes)," 15,000 "
2020/2021,Céréales,Blé tendre,Production-T (Tonnes), 99 
2020/2021,Agrumes,Citron,Superficie (Ha), 231 
2020/2021,Rosacées,Abricotier,Production-T (Tonnes), 559 
2020/2021,Céréales,Blé dur,Superficie (Ha), 10 
2020/2021,Vignes,Raisin de table,Production-T (Tonnes)," 1,650 "
2020/2021,Fourragères,Vesce avoine,Superficie (Ha), 110 
2020/2021,Fourragères,Triticale,Production-T (Tonnes)," 1,200 "
2020/2021,Maraîchage,Menthe,Production-T (Tonnes)," 1,000 "
2020/2021,Amandiers,Amandier,Production-T (Tonnes)," 3,292 "
2020/2021,Rosacées,Abricotier,Production-T (Tonnes), 66 
2020/2021,Céréales,Blé dur,Superficie (Ha), 10 
2020/2021,Maraîchage,Oignon vert,Superficie (Ha), 219 
2020/2021,Maraîchage,Petit Pois vert,Production-T (Tonnes)," 4,520 "
2020/2021,Fourragères,Avoine vert,Production-T (Tonnes)," 2,000 "
2020/2021,Maraîchage,Menthe,Superficie (Ha), 10 
2020/2021,Maraîchage,Pomme de terre,Production-T (Tonnes), 80 
2020/2021,Céréales,Orge,Production-T (Tonnes), 871 
2020/2021,Fourragères,Vesce avoine,Superficie (Ha), 50 
2020/2021,Maraîchage,Carotte,Production-T (Tonnes)," 1,080 "
2020/2021,Oliviers,Olivier,Superficie (Ha), 25 
2020/2021,Amandiers,Amandier,Superficie (Ha), 1 
2020/2021,Agrumes,Orange_Maroc late,Superficie (Ha)," 8,651 "
2020/2021,Industrielles,Henné,Superficie (Ha)," 3,507 "
2020/2021,Rosacées,Poirier,Production-T (Tonnes), 450 
2020/2021,Fourragères,Orge fourrager,Production-T (Tonnes)," 3,000 "
2020/2021,Maraîchage,Navet,Production-T (Tonnes)," 1,600 "
2020/2021,Maraîchage,Piment poivron,Production-T (Tonnes)," 2,000 "
2020/2021,Céréales,Blé tendre,Production-T (Tonnes)," 8,463 "
2020/2021,Agrumes,Orange_Maroc late,Production-T (Tonnes), 154 
2020/2021,Rosacées,Figuier,Production-T (Tonnes), 894 
2020/2021,Céréales,Blé tendre,Superficie (Ha), 200 
2020/2021,Oléagineuses,Colza,Superficie (Ha)," 1,456 "
2020/2021,Céréales,Blé dur,Superficie (Ha)," 3,150 "
2020/2021,Fourragères,Luzerne,Superficie (Ha), 650 
2020/2021,Céréales,Orge,Production-T (Tonnes)," 27,075 "
2020/2021,Maraîchage,Tomate,Superficie (Ha), 50 
2020/2021,Maraîchage,Oignon,Production-T (Tonnes)," 4,000 "
2020/2021,Rosacées,Pommier,Superficie (Ha), 20 
2020/2021,Agrumes,Orange_Navel late,Production-T (Tonnes), 155 
2020/2021,Céréales,Blé tendre,Superficie (Ha)," 1,700 "
2020/2021,Rosacées,Bananier,Superficie (Ha)," 4,100 "
2020/2021,Rosacées,Figuier,Production-T (Tonnes), 810 
2020/2021,Agrumes,Citron,Superficie (Ha), 85 
2020/2021,Légumineuses,Petit pois,Superficie (Ha), 680 
2020/2021,Maraîchage,Choux fleur,Production-T (Tonnes), 15 
2020/2021,Maraîchage,Courge courgette,Production-T (Tonnes)," 1,800 "
2020/2021,Agrumes,Petit fruit_Clémentine,Production-T (Tonnes), 145 
2020/2021,Fourragères,Mélange fourrager,Production-T (Tonnes)," 27,600 "
2020/2021,Rosacées,Autres plantations fruitières,Superficie (Ha), 26 
2020/2021,Rosacées,Figuier,Superficie (Ha), 150 
2020/2021,Maraîchage,Choux fleur,Superficie (Ha), 70 
2020/2021,Rosacées,Pêcher-nectarine,Production-T (Tonnes), 448 
2020/2021,Maraîchage,Choux fleur,Superficie (Ha), 60 
2020/2021,Maraîchage,Oignon,Production-T (Tonnes)," 13,600 "
2020/2021,Vignes,Raisin de table,Superficie (Ha), 28 
2020/2021,Rosacées,Prunier,Production-T (Tonnes), 247 
2020/2021,Rosacées,Caroubier,Superficie (Ha), 4 
2020/2021,Maraîchage,Betterave potager,Production-T (Tonnes), 120 
2020/2021,Vignes,Raisin de table,Production-T (Tonnes), 57 
2020/2021,Fourragères,Vesce avoine,Production-T (Tonnes)," 1,125 "
2020/2021,Fourragères,Autres cultures fourragères,Superficie (Ha), 130 
2020/2021,Agrumes,Orange_Navel lane late,Production-T (Tonnes)," 2,641 "
2020/2021,Rosacées,Grenadier,Superficie (Ha), 8 
2020/2021,Maraîchage,Carotte,Production-T (Tonnes)," 8,050 "
2020/2021,Fourragères,Avoine vert,Production-T (Tonnes)," 12,000 "
2020/2021,Maraîchage,Oignon,Production-T (Tonnes)," 20,400 "
2020/2021,Céréales,Blé dur,Production-T (Tonnes)," 5,473 "
2020/2021,Agrumes,Orange_Maroc late,Production-T (Tonnes), 164 
2020/2021,Céréales,Blé tendre,Production-T (Tonnes)," 1,166 "
2020/2021,Rosacées,Figuier,Production-T (Tonnes)," 1,143 "
2020/2021,Maraîchage,Melon,Production-T (Tonnes), 640 
2020/2021,Rosacées,Grenadier,Superficie (Ha), 100 
2020/2021,Légumineuses,Fève,Production-T (Tonnes)," 24,500 "
2020/2021,Maraîchage,Pomme de terre,Production-T (Tonnes)," 15,600 "
2020/2021,Céréales,Orge,Production-T (Tonnes), 156 
2020/2021,Maraîchage,Aubergine,Production-T (Tonnes)," 17,400 "
2020/2021,Maraîchage,Carotte,Production-T (Tonnes), 30 
2020/2021,Céréales,Orge,Superficie (Ha)," 5,400 "
2020/2021,Rosacées,Pommier,Superficie (Ha), 8 
2020/2021,Rosacées,Caroubier,Superficie (Ha), 954 
2020/2021,Agrumes,Petit fruit_Nules,Superficie (Ha), 170 
2020/2021,Céréales,Blé tendre,Production-T (Tonnes)," 4,601 "
2020/2021,Rosacées,Figuier,Superficie (Ha), 17 
2020/2021,Maraîchage,Carotte,Production-T (Tonnes)," 2,700 "
2020/2021,Légumineuses,Lentille,Production-T (Tonnes), 14 
2020/2021,Fourragères,Luzerne,Production-T (Tonnes)," 2,291,394 "
2020/2021,Maraîchage,Ail,Superficie (Ha), 90 
2020/2021,Céréales,Orge,Superficie (Ha)," 1,920 "
2020/2021,Fourragères,Bersim,Production-T (Tonnes)," 25,000 "
2020/2021,Sucrières,Canne à sucre,Production-T (Tonnes)," 73,890 "
2020/2021,Fourragères,Bersim,Production-T (Tonnes), 525 
2020/2021,Industrielles,Henné,Superficie (Ha), 100 
2020/2021,Vignes,Raisin de table,Production-T (Tonnes)," 1,250 "
2020/2021,Céréales,Blé dur,Production-T (Tonnes), 423 
2020/2021,Légumineuses,Fève,Production-T (Tonnes), 30 
2020/2021,Maraîchage,Haricot vert,Production-T (Tonnes), 40 
2020/2021,Céréales,Blé dur,Superficie (Ha)," 12,000 "
2020/2021,Agrumes,Citron,Superficie (Ha), 158 
2020/2021,Agrumes,Orange_Maroc late,Superficie (Ha), 33 
2020/2021,Agrumes,Petit fruit_Clémentine,Superficie (Ha), 562 
2020/2021,Maraîchage,Concombre,Superficie (Ha), 3 
2020/2021,Maraîchage,Oignon vert,Superficie (Ha), 150 
2020/2021,Fourragères,Avoine vert,Production-T (Tonnes)," 15,000 "
2020/2021,Maraîchage,Choux pomme,Superficie (Ha), 30 
2020/2021,Maraîchage,Navet,Production-T (Tonnes), 800 
2020/2021,Céréales,Orge,Superficie (Ha), 830 
2020/2021,Fourragères,Vesce avoine,Superficie (Ha), 810 
2020/2021,Rosacées,Grenadier,Superficie (Ha), 91 
2020/2021,Agrumes,Petit fruit_Autres,Superficie (Ha)," 1,281 "
2020/2021,Maraîchage,Piment poivron,Superficie (Ha), 15 
2020/2021,Maraîchage,Autres cultures maraichères,Superficie (Ha)," 2,310 "
2020/2021,Oliviers,Olivier,Superficie (Ha), 255 
2020/2021,Rosacées,Grenadier,Superficie (Ha), 28 
2020/2021,Légumineuses,Pois chiche,Production-T (Tonnes)," 1,803 "
2020/2021,Fourragères,Mélange fourrager,Production-T (Tonnes)," 33,600 "
2020/2021,Maraîchage,Oignon,Production-T (Tonnes)," 7,380 "
2020/2021,Amandiers,Amandier,Superficie (Ha)," 5,813 "
2020/2021,Sucrières,Betterave à sucre,Superficie (Ha)," 8,908 "
2020/2021,Rosacées,Figuier,Production-T (Tonnes), 260 
2020/2021,Vignes,Raisin de table,Superficie (Ha)," 1,503 "
2020/2021,Oliviers,Olivier,Superficie (Ha)," 18,531 "
2020/2021,Fourragères,Orge fourrager,Production-T (Tonnes), 300 
2020/2021,Maraîchage,Navet,Production-T (Tonnes)," 3,730 "
2020/2021,Légumineuses,Fève,Production-T (Tonnes), 63 
2020/2021,Légumineuses,Fève,Production-T (Tonnes), 550 
2020/2021,Maraîchage,Concombre,Production-T (Tonnes)," 10,720 "
2020/2021,Sucrières,Betterave à sucre,Production-T (Tonnes)," 120,872 "
2020/2021,Maraîchage,Courge courgette,Production-T (Tonnes), 120 
2020/2021,Vignes,Raisin de table,Superficie (Ha), 3 
2020/2021,Céréales,Blé tendre,Production-T (Tonnes)," 90,175 "
2020/2021,Vignes,Raisin de table,Superficie (Ha), 289 
2020/2021,Maraîchage,Petit Pois vert,Production-T (Tonnes), 616 
2020/2021,Oléagineuses,Tournesol,Production-T (Tonnes)," 2,353 "
2020/2021,Maraîchage,Choux pomme,Superficie (Ha), 30 
2020/2021,Palmiers-Dattiers,Palmier dattier,Superficie (Ha)," 27,352 "
2020/2021,Agrumes,Petit fruit_Autres,Production-T (Tonnes)," 27,354 "
2020/2021,Légumineuses,Petit pois,Superficie (Ha), 35 
2020/2021,Maraîchage,Concombre,Superficie (Ha), 13 
2020/2021,Sucrières,Betterave à sucre,Superficie (Ha), 40 
2020/2021,Maraîchage,Oignon,Superficie (Ha), 296 
2020/2021,Maraîchage,Haricot vert,Production-T (Tonnes), 14 
2020/2021,Légumineuses,Petit pois,Production-T (Tonnes)," 5,525 "
2020/2021,Fourragères,Bersim,Production-T (Tonnes), 200 
2020/2021,Maraîchage,Piment poivron,Production-T (Tonnes), 285 
2020/2021,Rosacées,Abricotier,Production-T (Tonnes)," 1,152 "
2020/2021,Céréales,Orge,Production-T (Tonnes)," 14,234 "
2020/2021,Amandiers,Amandier,Production-T (Tonnes), 980 
2020/2021,Fourragères,Féverole,Production-T (Tonnes), 200 
2020/2021,Fourragères,Mélange fourrager,Production-T (Tonnes), 800 
2020/2021,Céréales,Sorgho,Superficie (Ha), 50 
2020/2021,Rosacées,Cerisier,Superficie (Ha), 403 
2020/2021,Oliviers,Olivier,Production-T (Tonnes)," 6,750 "
2020/2021,Céréales,Blé dur,Production-T (Tonnes), 456 
2020/2021,Maraîchage,Oignon vert,Superficie (Ha), 684 
2020/2021,Légumineuses,Fève,Production-T (Tonnes)," 3,240 "
2020/2021,Rosacées,Pommier,Superficie (Ha), 78 
2020/2021,Maraîchage,Oignon,Production-T (Tonnes)," 12,320 "
2020/2021,Céréales,Mais,Production-T (Tonnes)," 15,903 "
2020/2021,Maraîchage,Courge courgette,Production-T (Tonnes)," 3,000 "
2020/2021,Rosacées,Poirier,Superficie (Ha), 58 
2020/2021,Oliviers,Olivier,Production-T (Tonnes), 51 
2020/2021,Amandiers,Amandier,Superficie (Ha), 183 
2020/2021,Légumineuses,Lentille,Superficie (Ha), 170 
2020/2021,Agrumes,Orange_Washignton sanguine,Superficie (Ha), 11 
2020/2021,Légumineuses,Fève,Production-T (Tonnes), 154 
2020/2021,Oliviers,Olivier,Superficie (Ha), 84 
2020/2021,Oléagineuses,Colza,Production-T (Tonnes), 83 
2020/2021,Céréales,Blé dur,Superficie (Ha)," 40,800 "
2020/2021,Rosacées,Cerisier,Production-T (Tonnes), 32 
2020/2021,Rosacées,Abricotier,Production-T (Tonnes), 462 
2020/2021,Maraîchage,Courge courgette,Superficie (Ha), 60 
2020/2021,Maraîchage,Oignon,Superficie (Ha)," 1,400 "
2020/2021,Agrumes,Orange_Autres,Superficie (Ha), 24 
2020/2021,Céréales,Orge,Superficie (Ha)," 6,800 "
2020/2021,Rosacées,Cognassier,Superficie (Ha), 23 
2020/2021,Maraîchage,Tomate,Production-T (Tonnes)," 3,375 "
2020/2021,Céréales,Orge,Production-T (Tonnes)," 4,795 "
2020/2021,Légumineuses,Fève,Superficie (Ha), 600 
2020/2021,Agrumes,Petit fruit_Autres,Production-T (Tonnes)," 8,046 "
2020/2021,Rosacées,Bananier,Superficie (Ha)," 3,433 "
2020/2021,Fourragères,Luzerne,Production-T (Tonnes)," 4,000 "
2020/2021,Industrielles,Autres Cultures Industrielles,Superficie (Ha), 50 
2020/2021,Maraîchage,Pomme de terre,Superficie (Ha), 410 
2020/2021,Sucrières,Betterave à sucre,Production-T (Tonnes)," 92,872 "
2020/2021,Agrumes,Orange_Maroc late,Superficie (Ha), 827 
2020/2021,Maraîchage,Oignon,Superficie (Ha), 23 
2020/2021,Oléagineuses,Colza,Superficie (Ha), 51 
2020/2021,Maraîchage,Ail,Production-T (Tonnes), 25 
2020/2021,Céréales,Blé dur,Production-T (Tonnes)," 26,790 "
2020/2021,Vignes,Raisin de table,Production-T (Tonnes)," 3,500 "
2020/2021,Maraîchage,Myrtille,Production-T (Tonnes)," 3,060 "
2020/2021,Fourragères,Avoine vert,Superficie (Ha), 300 
2020/2021,Céréales,Orge,Production-T (Tonnes), 158 
2020/2021,Agrumes,Orange_Autres,Superficie (Ha), 50 
2020/2021,Maraîchage,Concombre,Production-T (Tonnes), 46 
2020/2021,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes)," 59,581 "
2020/2021,Fourragères,Orge fourrager,Production-T (Tonnes)," 84,000 "
2020/2021,Oliviers,Olivier,Production-T (Tonnes), 16 
2020/2021,Fourragères,Orge fourrager,Superficie (Ha)," 2,390 "
2020/2021,Légumineuses,Autres légumineuses,Production-T (Tonnes), 12 
2020/2021,Vignes,Raisin de table,Production-T (Tonnes)," 9,496 "
2020/2021,Rosacées,Poirier,Superficie (Ha), 45 
2020/2021,Oliviers,Olivier,Production-T (Tonnes), 26 
2020/2021,Fourragères,Luzerne,Production-T (Tonnes)," 18,430 "
2020/2021,Légumineuses,Petit pois,Superficie (Ha), 290 
2020/2021,Maraîchage,Oignon,Production-T (Tonnes), 345 
2020/2021,Céréales,Blé dur,Production-T (Tonnes), 330 
2020/2021,Céréales,Blé dur,Superficie (Ha)," 25,405 "
2020/2021,Agrumes,Autres agrumes,Superficie (Ha), 23 
2020/2021,Industrielles,Câprier,Superficie (Ha)," 5,000 "
2020/2021,Rosacées,Cognassier,Production-T (Tonnes), 26 
2020/2021,Maraîchage,Haricot vert,Superficie (Ha), 695 
2020/2021,Maraîchage,Fève verte,Production-T (Tonnes), 465 
2020/2021,Maraîchage,Tomate,Production-T (Tonnes)," 3,250 "
2020/2021,Maraîchage,Pastèque,Superficie (Ha)," 1,200 "
2020/2021,Légumineuses,Pois chiche,Production-T (Tonnes)," 3,665 "
2020/2021,Agrumes,Orange_Autres,Superficie (Ha), 22 
2020/2021,Céréales,Orge,Production-T (Tonnes)," 10,728 "
2020/2021,Rosacées,Pêcher-nectarine,Production-T (Tonnes), 50 
2020/2021,Maraîchage,Tomate,Superficie (Ha), 6 
2020/2021,Maraîchage,Pomme de terre,Superficie (Ha), 390 
2020/2021,Sucrières,Canne à sucre,Superficie (Ha)," 1,474 "
2020/2021,Fourragères,Féverole,Superficie (Ha)," 5,700 "
2020/2021,Agrumes,Petit fruit_Nova,Superficie (Ha), 81 
2020/2021,Légumineuses,Fève,Superficie (Ha)," 1,300 "
2020/2021,Maraîchage,Choux fleur,Superficie (Ha), 10 
2020/2021,Rosacées,Pommier,Superficie (Ha), 127 
2020/2021,Céréales,Orge,Production-T (Tonnes)," 43,950 "
2020/2021,Maraîchage,Pomme de terre,Superficie (Ha), 190 
2020/2021,Fourragères,Luzerne,Production-T (Tonnes), 780 
2020/2021,Rosacées,Noyer,Production-T (Tonnes), 12 
2020/2021,Céréales,Mais,Production-T (Tonnes), 300 
2020/2021,Maraîchage,Oignon,Production-T (Tonnes)," 5,100 "
2020/2021,Maraîchage,Navet,Superficie (Ha), 15 
2020/2021,Maraîchage,Menthe,Production-T (Tonnes), 73 
2020/2021,Agrumes,Orange_Maroc late,Production-T (Tonnes), 154 
2020/2021,Fourragères,Luzerne,Superficie (Ha)," 20,186 "
2020/2021,Fourragères,Avoine vert,Production-T (Tonnes)," 25,000 "
2020/2021,Fourragères,Luzerne,Production-T (Tonnes), 120 
2020/2021,Rosacées,Grenadier,Production-T (Tonnes)," 1,625 "
2020/2021,Fourragères,Orge fourrager,Production-T (Tonnes)," 2,390 "
2020/2021,Maraîchage,Tomate,Production-T (Tonnes), 256 
2020/2021,Céréales,Blé tendre,Superficie (Ha)," 2,250 "
2020/2021,Maraîchage,Navet,Production-T (Tonnes), 180 
2020/2021,Maraîchage,Pomme de terre,Production-T (Tonnes)," 1,050 "
2020/2021,Fourragères,Luzerne,Superficie (Ha), 90 
2020/2021,Légumineuses,Lentille,Superficie (Ha), 20 
2020/2021,Rosacées,Poirier,Production-T (Tonnes), 57 
2020/2021,Agrumes,Orange_Navel late,Production-T (Tonnes)," 8,374 "
2020/2021,Rosacées,Prunier,Production-T (Tonnes), 31 
2020/2021,Céréales,Orge,Superficie (Ha)," 23,000 "
2020/2021,Maraîchage,Pomme de terre,Superficie (Ha), 40 
2020/2021,Vignes,Raisin de table,Production-T (Tonnes)," 16,308 "
2020/2021,Vignes,Raisin de table,Production-T (Tonnes), 210 
2020/2021,Oléagineuses,Colza,Production-T (Tonnes), 48 
2020/2021,Maraîchage,Myrtille,Superficie (Ha), 8 
2020/2021,Amandiers,Amandier,Production-T (Tonnes), 65 
2020/2021,Rosacées,Poirier,Production-T (Tonnes), 6 
2020/2021,Maraîchage,Menthe,Production-T (Tonnes), 8 
2020/2021,Légumineuses,Fève,Superficie (Ha), 60 
2020/2021,Maraîchage,Pastèque,Superficie (Ha), 10 
2020/2021,Agrumes,Orange_Navel,Production-T (Tonnes), 132 
2020/2021,Oléagineuses,Tournesol,Production-T (Tonnes), 520 
2020/2021,Rosacées,Figuier,Production-T (Tonnes), 21 
2020/2021,Maraîchage,Tomate,Superficie (Ha), 35 
2020/2021,Amandiers,Amandier,Production-T (Tonnes), 34 
2020/2021,Maraîchage,Petit Pois vert,Production-T (Tonnes), 975 
2020/2021,Industrielles,Rosier,Production-T (Tonnes), 1 
2020/2021,Agrumes,Petit fruit_Nules,Superficie (Ha), 237 
2020/2021,Maraîchage,Artichaut,Superficie (Ha), 5 
2020/2021,Maraîchage,Pastèque,Production-T (Tonnes)," 3,000 "
2020/2021,Agrumes,Petit fruit_Autres,Production-T (Tonnes), 347 
2020/2021,Fourragères,Orge fourrager,Superficie (Ha), 750 
2020/2021,Maraîchage,Courge courgette,Production-T (Tonnes)," 2,700 "
2020/2021,Agrumes,Petit fruit_Nova,Production-T (Tonnes), 562 
2020/2021,Fourragères,Avoine vert,Superficie (Ha), 400 
2020/2021,Légumineuses,Petit pois,Production-T (Tonnes), 43 
2020/2021,Céréales,Blé dur,Production-T (Tonnes)," 24,143 "
2020/2021,Maraîchage,Concombre,Production-T (Tonnes)," 13,840 "
2020/2021,Céréales,Blé dur,Superficie (Ha)," 15,000 "
2020/2021,Maraîchage,Oignon vert,Superficie (Ha), 400 
2020/2021,Fourragères,Mais fourrager,Production-T (Tonnes)," 10,710 "
2020/2021,Rosacées,Prunier,Production-T (Tonnes), 574 
2020/2021,Céréales,Blé tendre,Superficie (Ha), 50 
2020/2021,Maraîchage,Choux fleur,Production-T (Tonnes)," 14,600 "
2020/2021,Céréales,Blé tendre,Superficie (Ha)," 20,500 "
2020/2021,Maraîchage,Oignon,Superficie (Ha), 290 
2020/2021,Amandiers,Amandier,Production-T (Tonnes), 1 
2020/2021,Rosacées,Noyer,Superficie (Ha), 4 
2020/2021,Maraîchage,Fève verte,Production-T (Tonnes)," 2,940 "
2020/2021,Fourragères,Orge fourrager,Production-T (Tonnes), 500 
2020/2021,Maraîchage,Oignon,Production-T (Tonnes), 575 
2020/2021,Légumineuses,Fève,Superficie (Ha)," 2,975 "
2020/2021,Maraîchage,Carotte,Production-T (Tonnes), 630 
2020/2021,Rosacées,Pommier,Production-T (Tonnes)," 123,463 "
2020/2021,Céréales,Blé tendre,Production-T (Tonnes)," 1,472 "
2020/2021,Agrumes,Orange_Navel,Superficie (Ha), 1 
2020/2021,Amandiers,Amandier,Production-T (Tonnes), 850 
2020/2021,Rosacées,Prunier,Superficie (Ha), 25 
2020/2021,Fourragères,Luzerne,Production-T (Tonnes)," 16,250 "
2020/2021,Rosacées,Pêcher-nectarine,Superficie (Ha), 620 
2020/2021,Oléagineuses,Tournesol,Production-T (Tonnes), 190 
2020/2021,Rosacées,Poirier,Production-T (Tonnes), 240 
2020/2021,Rosacées,Cognassier,Superficie (Ha), 57 
2020/2021,Oliviers,Olivier,Superficie (Ha), 423 
2020/2021,Rosacées,Pêcher-nectarine,Superficie (Ha), 351 
2020/2021,Maraîchage,Navet,Production-T (Tonnes)," 2,844 "
2020/2021,Agrumes,Petit fruit_Nour,Superficie (Ha), 686 
2020/2021,Fourragères,Orge fourrager,Production-T (Tonnes)," 61,020 "
2020/2021,Rosacées,Abricotier,Superficie (Ha), 114 
2020/2021,Agrumes,Petit fruit_Nador cott,Superficie (Ha), 11 
2020/2021,Maraîchage,Betterave potager,Production-T (Tonnes), 98 
2020/2021,Rosacées,Prunier,Superficie (Ha), 90 
2020/2021,Agrumes,Orange_Maroc late,Production-T (Tonnes)," 33,547 "
2020/2021,Maraîchage,Carotte,Superficie (Ha), 963 
2020/2021,Agrumes,Citron,Production-T (Tonnes)," 3,521 "
2020/2021,Maraîchage,Melon,Superficie (Ha), 5 
2020/2021,Rosacées,Poirier,Production-T (Tonnes), 286 
2020/2021,Vignes,Raisin de table,Superficie (Ha), 24 
2020/2021,Maraîchage,Tomate,Superficie (Ha), 38 
2020/2021,Oliviers,Olivier,Production-T (Tonnes)," 3,200 "
2020/2021,Maraîchage,Pomme de terre,Superficie (Ha), 43 
2020/2021,Céréales,Blé tendre,Production-T (Tonnes)," 2,893 "
2020/2021,Maraîchage,Fève verte,Superficie (Ha), 180 
2020/2021,Industrielles,Safran,Superficie (Ha), 65 
2020/2021,Maraîchage,Courge courgette,Superficie (Ha), 30 
2020/2021,Maraîchage,Piment poivron,Production-T (Tonnes)," 57,130 "
2020/2021,Maraîchage,Aubergine,Superficie (Ha), 8 
2020/2021,Maraîchage,Choux fleur,Production-T (Tonnes)," 3,600 "
2020/2021,Fourragères,Luzerne,Production-T (Tonnes)," 42,000 "
